25,31,662,-2
6,11,645,-2
16,20,619,0
33,35,533,-2
14,27,520,-2
8,36,501,-2
19,31,479,-2
34,36,468,-2
12,32,467,-2
6,32,426,-2
12,22,421,-1
11,19,411,-2
2,5,403,-1
6,22,394,-1
12,15,383,0
17,21,380,0
8,33,370,-1
2,32,369,-1
6,35,359,-2
12,35,357,-2
19,24,357,-2
11,16,355,-1
9,26,337,-1
18,30,335,-2
14,31,334,-2
29,33,326,-1
12,30,324,-2
12,17,319,-2
30,34,317,-1
2,11,312,-1
23,35,305,-1
16,29,303,-1
21,29,303,-1
22,30,301,-1
4,28,301,-1
23,30,294,-1
9,13,294,-1
22,27,293,-1
32,36,291,-2
25,36,284,-2
23,28,284,-1
3,33,282,-1
20,35,279,-1
12,20,279,0
17,19,277,0
9,37,275,-1
4,19,275,-2
19,34,272,-1
17,30,272,0
6,30,271,-1
8,31,270,-2
18,20,270,0
23,32,269,-1
10,20,268,-1
12,26,267,-2
8,24,263,-2
11,21,263,-1
3,7,259,-1
4,10,255,-2
9,27,253,-1
4,33,251,-1
2,29,250,0
10,15,248,-1
10,28,245,-1
32,34,243,-1
13,31,242,0
25,34,238,-1
13,24,235,0
27,32,235,-1
13,36,234,0
6,26,231,-2
16,26,230,0
16,32,229,0
3,18,228,-1
6,15,222,0
11,14,221,0
27,30,210,-1
13,26,207,0
14,18,207,-1
13,33,206,0
2,34,206,0
28,31,201,-1
11,13,199,-1
29,36,198,-1
19,27,197,-1
3,9,193,-1
11,31,191,-1
14,24,186,-2
9,32,186,-1
11,24,185,-1
2,15,182,1
18,26,182,-1
6,17,178,-2
31,35,178,-1
20,32,177,-1
18,22,176,-1
0,14,173,0
14,37,169,0
2,4,167,0
20,26,165,-1
8,10,161,-1
9,15,161,0
31,32,150,-1
2,26,149,0
6,29,147,-1
32,33,146,-1
1,32,146,0
8,12,145,0
26,32,144,0
13,30,143,0
13,23,142,0
7,32,140,0
25,33,139,-1
9,11,138,-1
5,29,136,0
11,30,134,-1
2,35,131,0
3,36,129,-1
1,15,129,1
18,27,128,-1
21,27,128,0
10,29,125,-1
13,17,124,0
5,34,122,-1
27,37,121,0
6,8,116,-1
13,18,115,0
11,37,113,0
35,37,113,-1
17,26,113,0
8,25,110,0
14,19,110,-1
1,11,108,0
6,34,104,-1
2,22,100,0
9,21,98,-1
27,35,97,-1
10,18,97,-1
5,10,97,0
35,36,97,-1
9,35,97,-1
4,36,96,-1
8,34,96,-1
4,35,93,-1
7,12,91,1
4,21,86,-1
10,14,85,0
7,36,84,0
1,25,81,0
15,28,80,-1
3,34,79,-1
19,36,79,-1
11,36,77,-1
14,21,76,-1
8,13,75,-1
1,26,73,-1
10,22,72,-1
32,37,71,0
1,28,71,0
8,37,70,0
16,35,69,0
18,35,68,-1
15,19,68,0
1,3,68,0
4,16,65,-1
2,8,64,0
25,37,62,0
25,27,62,-1
3,20,62,0
16,17,61,0
11,34,60,-1
9,19,55,-1
7,33,55,0
26,36,55,0
3,5,53,-1
11,28,50,-1
23,26,49,-1
20,28,46,-1
9,10,45,-1
20,31,42,-1
21,32,41,0
3,15,41,0
1,5,40,0
0,31,39,0
3,12,39,0
6,27,38,-1
14,28,38,-1
19,33,38,-1
6,31,36,-1
4,13,36,-1
21,26,35,0
15,31,32,0
20,24,32,-1
12,29,31,-1
7,31,31,0
27,29,31,-1
11,33,31,0
10,11,30,-1
18,32,30,-1
0,24,29,0
12,21,29,-1
18,34,29,-1
26,37,27,0
6,18,26,0
6,13,25,-1
11,29,25,-1
8,28,25,0
7,24,24,0
30,37,24,0
9,18,23,0
1,33,22,0
20,29,21,-1
15,24,21,0
6,19,21,0
22,33,20,0
18,21,20,-1
6,10,19,0
17,33,19,0
10,32,18,0
6,33,18,0
27,34,18,0
11,27,18,0
8,18,18,0
2,6,17,1
8,21,17,0
0,10,16,0
11,35,16,0
12,34,16,0
16,19,16,0
5,37,15,0
26,35,15,0
6,20,15,0
9,29,15,0
4,7,15,0
2,31,15,0
31,34,14,0
12,28,14,0
19,35,14,0
18,29,13,-1
14,32,13,0
12,13,13,0
11,32,13,0
2,20,13,1
3,32,12,0
9,33,12,0
24,36,12,0
28,34,12,0
22,32,12,0
20,27,12,0
20,36,11,0
22,34,11,0
28,30,11,0
12,33,11,0
22,26,11,0
22,35,11,0
12,36,10,0
4,8,10,0
8,11,10,0
9,28,10,0
28,32,9,0
8,17,9,0
26,31,9,0
20,33,9,0
7,35,9,0
6,24,9,0
2,27,8,0
6,21,8,0
1,35,8,0
29,35,8,0
3,10,7,0
9,24,7,0
25,28,7,0
29,31,7,0
9,30,7,0
14,33,7,0
9,31,7,0
24,31,7,0
23,27,6,0
28,35,6,0
12,27,6,0
24,30,5,0
12,18,5,0
14,35,5,0
14,36,5,0
25,35,5,0
19,32,5,0
32,35,5,0
19,28,5,0
27,33,5,0
29,30,5,0
20,30,5,0
31,33,4,0
27,36,4,0
11,26,4,0
9,34,4,0
29,34,3,0
33,34,3,0
20,34,3,0
27,28,3,0
11,18,3,0
4,26,3,0
19,29,3,0
19,26,3,0
19,30,3,0
10,34,2,0
3,21,2,0
4,5,2,0
2,13,2,0
23,34,1,0
8,29,1,0
6,28,1,0
12,23,1,0
30,31,1,0
28,29,1,0
18,33,1,0
20,21,1,0
28,33,1,0
23,33,1,0
14,34,1,0
